Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal
Attrited Customer,47.0,M,2.0,High School,Married,$60K - $80K,Blue,39.0,2.0,3.0,1.0,18660.0,728.0
Attrited Customer,41.0,M,3.0,Post-Graduate,Unknown,$80K - $120K,Blue,33.0,3.0,2.0,3.0,7591.0,0.0
Attrited Customer,51.0,F,0.0,Graduate,Married,Less than $40K,Blue,32.0,4.0,2.0,3.0,1757.0,331.0
Attrited Customer,40.0,F,2.0,Post-Graduate,Married,$40K - $60K,Blue,25.0,2.0,2.0,4.0,3795.0,2517.0
Attrited Customer,48.0,F,1.0,Graduate,Single,Less than $40K,Blue,41.0,6.0,2.0,4.0,3001.0,482.0
Attrited Customer,44.0,F,2.0,Doctorate,Divorced,Less than $40K,Blue,36.0,1.0,2.0,2.0,1916.0,0.0
Attrited Customer,51.0,M,3.0,Graduate,Single,$80K - $120K,Blue,36.0,6.0,3.0,3.0,3610.0,1554.0
Attrited Customer,48.0,F,1.0,Graduate,Married,Less than $40K,Blue,42.0,3.0,3.0,2.0,1942.0,860.0
Attrited Customer,54.0,F,1.0,Unknown,Married,Less than $40K,Blue,40.0,1.0,1.0,4.0,1438.3,0.0
Attrited Customer,45.0,F,4.0,Graduate,Unknown,Less than $40K,Blue,33.0,1.0,3.0,2.0,1748.0,1103.0
Attrited Customer,51.0,M,2.0,High School,Married,$80K - $120K,Blue,41.0,5.0,2.0,3.0,14902.0,0.0
Attrited Customer,47.0,F,3.0,Graduate,Single,Less than $40K,Blue,39.0,3.0,3.0,3.0,1438.3,0.0
Attrited Customer,52.0,M,3.0,Uneducated,Single,$120K +,Blue,48.0,5.0,3.0,4.0,20974.0,0.0
Attrited Customer,35.0,F,1.0,College,Single,Less than $40K,Blue,25.0,2.0,2.0,4.0,2231.0,1791.0
Attrited Customer,53.0,F,3.0,College,Married,Less than $40K,Blue,43.0,3.0,2.0,2.0,3573.0,0.0
Attrited Customer,,M,5.0,Unknown,Married,$80K - $120K,Silver,39.0,2.0,2.0,3.0,34516.0,1964.0
Attrited Customer,60.0,F,1.0,Unknown,Single,$40K - $60K,Blue,41.0,3.0,2.0,4.0,2425.0,0.0
Attrited Customer,63.0,M,0.0,Graduate,Single,$60K - $80K,Blue,51.0,3.0,3.0,3.0,11619.0,0.0
Attrited Customer,47.0,F,1.0,Unknown,Single,Less than $40K,Blue,37.0,4.0,2.0,1.0,2173.0,596.0
Attrited Customer,39.0,F,2.0,Graduate,Married,Less than $40K,,29.0,3.0,2.0,2.0,1677.0,0.0
Attrited Customer,32.0,F,1.0,Graduate,Single,Less than $40K,Blue,36.0,3.0,3.0,6.0,2761.0,0.0
Attrited Customer,48.0,M,3.0,Graduate,Single,$60K - $80K,Blue,42.0,3.0,2.0,4.0,19075.0,0.0
Attrited Customer,49.0,F,4.0,Unknown,Single,Unknown,Blue,31.0,6.0,3.0,3.0,2672.0,0.0
Attrited Customer,41.0,F,4.0,Graduate,Divorced,$40K - $60K,Blue,33.0,1.0,3.0,1.0,10360.0,2517.0
Attrited Customer,55.0,M,1.0,Uneducated,Single,$60K - $80K,Blue,48.0,5.0,2.0,2.0,1723.0,0.0
Attrited Customer,55.0,F,2.0,Graduate,Single,Less than $40K,Blue,49.0,2.0,1.0,2.0,1583.0,234.0
Attrited Customer,50.0,M,4.0,Unknown,Married,$40K - $60K,Blue,35.0,6.0,1.0,5.0,12914.0,1227.0
Attrited Customer,36.0,F,1.0,Unknown,Single,Less than $40K,Blue,24.0,2.0,1.0,2.0,1735.0,0.0
Attrited Customer,51.0,F,2.0,Graduate,Single,$40K - $60K,Blue,36.0,3.0,1.0,4.0,1495.0,0.0
Attrited Customer,40.0,F,3.0,Uneducated,Married,Less than $40K,Blue,34.0,5.0,1.0,2.0,2694.0,0.0
Attrited Customer,53.0,F,2.0,College,Single,Unknown,Blue,49.0,2.0,2.0,4.0,10195.0,0.0
Attrited Customer,39.0,M,3.0,Unknown,Single,$60K - $80K,Blue,23.0,1.0,2.0,3.0,7821.0,2517.0
Attrited Customer,44.0,F,3.0,Graduate,Married,Less than $40K,Blue,36.0,6.0,3.0,4.0,1984.0,0.0
Attrited Customer,53.0,F,2.0,Uneducated,Single,$40K - $60K,Blue,47.0,1.0,2.0,3.0,1699.0,0.0
Attrited Customer,40.0,F,3.0,Uneducated,Single,Unknown,Blue,36.0,3.0,2.0,2.0,3698.0,478.0
Attrited Customer,59.0,F,2.0,Unknown,Single,Unknown,Blue,45.0,1.0,3.0,3.0,2721.0,1885.0
Attrited Customer,41.0,F,5.0,Graduate,Married,Less than $40K,Blue,28.0,6.0,2.0,2.0,6936.0,0.0
Attrited Customer,46.0,F,1.0,Uneducated,Single,$40K - $60K,Blue,30.0,3.0,2.0,1.0,7195.0,0.0
Attrited Customer,45.0,F,0.0,Unknown,Married,$40K - $60K,Blue,30.0,3.0,2.0,4.0,2759.0,0.0
Attrited Customer,50.0,F,4.0,Graduate,Single,Less than $40K,Blue,44.0,2.0,3.0,2.0,3201.0,2517.0
Attrited Customer,32.0,F,0.0,Uneducated,Married,Unknown,Blue,36.0,6.0,3.0,2.0,8791.0,0.0
Attrited Customer,59.0,F,0.0,Doctorate,Married,Less than $40K,Blue,52.0,6.0,4.0,2.0,2302.0,0.0
Attrited Customer,43.0,M,3.0,College,Married,$80K - $120K,Blue,25.0,3.0,3.0,3.0,2900.0,2517.0
Attrited Customer,49.0,F,2.0,Graduate,,Less than $40K,Blue,29.0,6.0,3.0,3.0,2520.0,1473.0
Attrited Customer,41.0,F,3.0,Graduate,Single,$40K - $60K,Blue,31.0,4.0,3.0,2.0,5655.0,1154.0
Attrited Customer,52.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,44.0,3.0,3.0,3.0,11606.0,0.0
Attrited Customer,49.0,F,4.0,Graduate,Married,Less than $40K,Blue,38.0,5.0,2.0,4.0,1757.0,0.0
Attrited Customer,46.0,F,3.0,College,Married,Less than $40K,Blue,36.0,2.0,3.0,4.0,1804.0,0.0
Attrited Customer,49.0,F,0.0,Doctorate,Married,Less than $40K,Blue,40.0,3.0,4.0,4.0,3547.0,2517.0
Attrited Customer,40.0,M,3.0,High School,Unknown,$80K - $120K,Blue,34.0,1.0,3.0,4.0,29715.0,0.0
Attrited Customer,44.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,36.0,3.0,2.0,3.0,1880.0,0.0
Attrited Customer,65.0,M,0.0,Graduate,Single,Unknown,Blue,48.0,1.0,4.0,3.0,1671.0,0.0
Attrited Customer,44.0,F,5.0,Graduate,Single,Less than $40K,Blue,37.0,1.0,2.0,4.0,1491.0,0.0
Attrited Customer,43.0,M,3.0,Graduate,Unknown,$80K - $120K,Blue,29.0,1.0,2.0,6.0,11422.0,1095.0
Attrited Customer,54.0,F,4.0,Unknown,Married,Less than $40K,Blue,43.0,3.0,3.0,0.0,5139.0,0.0
Attrited Customer,30.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,2.0,2.0,3.0,,2517.0
Attrited Customer,55.0,F,4.0,High School,Married,Less than $40K,Blue,36.0,4.0,2.0,3.0,1477.0,0.0
Attrited Customer,43.0,F,4.0,Post-Graduate,Divorced,Less than $40K,Blue,30.0,4.0,3.0,3.0,3556.0,2517.0
Attrited Customer,40.0,F,3.0,Graduate,Married,Less than $40K,Blue,29.0,6.0,2.0,4.0,1479.0,458.0
Attrited Customer,53.0,F,1.0,Graduate,Married,Unknown,Blue,36.0,6.0,3.0,1.0,5842.0,198.0
Attrited Customer,46.0,M,1.0,Uneducated,Married,$60K - $80K,Blue,34.0,3.0,3.0,4.0,15060.0,0.0
Attrited Customer,41.0,M,4.0,Unknown,Single,$80K - $120K,Blue,28.0,1.0,2.0,4.0,4428.0,0.0
Attrited Customer,50.0,F,3.0,High School,Married,Less than $40K,Blue,40.0,6.0,2.0,4.0,2897.0,1506.0
Attrited Customer,47.0,M,2.0,Graduate,Divorced,$80K - $120K,Blue,41.0,3.0,2.0,3.0,4586.0,0.0
Attrited Customer,47.0,F,2.0,College,Married,Less than $40K,Blue,36.0,6.0,2.0,3.0,5667.0,2517.0
Attrited Customer,47.0,F,3.0,High School,Married,Unknown,Blue,39.0,6.0,3.0,4.0,11410.0,979.0
Attrited Customer,47.0,M,3.0,Doctorate,Married,$60K - $80K,Blue,36.0,6.0,3.0,1.0,1584.0,1214.0
Attrited Customer,51.0,F,2.0,Unknown,Married,Less than $40K,Blue,36.0,1.0,2.0,2.0,2114.0,0.0
Attrited Customer,44.0,M,1.0,Unknown,Single,$60K - $80K,Blue,33.0,3.0,2.0,4.0,2540.0,0.0
Attrited Customer,41.0,M,2.0,Graduate,Single,$60K - $80K,Blue,36.0,3.0,2.0,1.0,2238.0,0.0
Attrited Customer,54.0,F,2.0,Doctorate,Married,Less than $40K,Blue,41.0,2.0,2.0,3.0,3881.0,2517.0
Attrited Customer,42.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,30.0,1.0,3.0,3.0,3032.0,0.0
Attrited Customer,42.0,M,0.0,High School,Single,$60K - $80K,Blue,36.0,4.0,3.0,6.0,15699.0,0.0
Attrited Customer,45.0,F,3.0,College,Married,Less than $40K,Blue,36.0,4.0,2.0,4.0,2330.0,2294.0
Attrited Customer,48.0,F,4.0,Doctorate,Unknown,Unknown,Blue,24.0,4.0,2.0,3.0,1438.3,0.0
Attrited Customer,51.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,45.0,3.0,3.0,3.0,25670.0,0.0
Attrited Customer,45.0,M,2.0,College,Single,$60K - $80K,Blue,29.0,3.0,2.0,4.0,3841.0,0.0
Attrited Customer,50.0,M,2.0,High School,Married,$120K +,Silver,37.0,5.0,2.0,1.0,34516.0,399.0
Attrited Customer,37.0,F,3.0,Unknown,Married,Less than $40K,Blue,17.0,3.0,1.0,3.0,1468.0,1074.0
Attrited Customer,49.0,F,3.0,Uneducated,Single,Unknown,Blue,36.0,4.0,2.0,3.0,3855.0,211.0
Attrited Customer,42.0,F,1.0,Unknown,Married,Less than $40K,Blue,36.0,3.0,3.0,4.0,2983.0,0.0
Attrited Customer,31.0,F,0.0,Post-Graduate,Divorced,Less than $40K,Blue,36.0,6.0,3.0,3.0,4871.0,0.0
Attrited Customer,45.0,F,3.0,High School,Married,$40K - $60K,Blue,37.0,4.0,2.0,4.0,3304.0,0.0
Attrited Customer,49.0,M,4.0,Unknown,Single,$120K +,Blue,38.0,3.0,3.0,4.0,34516.0,2517.0
Attrited Customer,59.0,M,0.0,High School,Single,$60K - $80K,,54.0,3.0,6.0,6.0,24621.0,471.0
Attrited Customer,57.0,F,2.0,Uneducated,Married,Unknown,Blue,51.0,3.0,6.0,2.0,2404.0,284.0
Attrited Customer,33.0,F,3.0,,Unknown,Unknown,Blue,25.0,3.0,2.0,4.0,4734.0,
Attrited Customer,55.0,M,2.0,Graduate,Married,$120K +,Blue,36.0,3.0,2.0,4.0,4697.0,0.0
Attrited Customer,43.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,4.0,2.0,4.0,1536.0,0.0
Attrited Customer,49.0,F,0.0,Uneducated,Single,Less than $40K,Blue,44.0,3.0,3.0,2.0,2094.0,0.0
Attrited Customer,42.0,M,5.0,Unknown,Married,$60K - $80K,Blue,22.0,6.0,2.0,4.0,5096.0,0.0
Attrited Customer,47.0,F,3.0,Unknown,Single,Less than $40K,Blue,35.0,1.0,3.0,3.0,5398.0,0.0
Attrited Customer,59.0,F,2.0,Uneducated,Married,Less than $40K,Blue,51.0,5.0,5.0,4.0,1438.3,0.0
Attrited Customer,33.0,F,0.0,Uneducated,Single,$40K - $60K,Blue,15.0,3.0,2.0,6.0,1438.3,0.0
Attrited Customer,38.0,M,2.0,Uneducated,Single,,Blue,30.0,6.0,3.0,4.0,4043.0,2517.0
Attrited Customer,38.0,F,4.0,Unknown,Married,Less than $40K,Blue,26.0,3.0,2.0,2.0,1438.3,0.0
Attrited Customer,56.0,F,1.0,College,Single,Less than $40K,Blue,43.0,3.0,2.0,2.0,2846.0,0.0
Attrited Customer,44.0,F,4.0,Uneducated,Single,Less than $40K,Blue,32.0,6.0,3.0,4.0,1438.3,170.0
Attrited Customer,48.0,F,2.0,College,Married,Unknown,Blue,37.0,5.0,2.0,4.0,2220.0,0.0
Attrited Customer,43.0,F,2.0,Uneducated,Divorced,Less than $40K,Blue,25.0,5.0,2.0,4.0,2086.0,2007.0
Attrited Customer,54.0,M,2.0,Uneducated,Single,$40K - $60K,Blue,50.0,2.0,1.0,3.0,3682.0,2517.0
Attrited Customer,56.0,F,2.0,Doctorate,Married,Less than $40K,Blue,51.0,4.0,6.0,5.0,1438.3,0.0
Attrited Customer,46.0,F,4.0,Graduate,Married,Unknown,Blue,36.0,4.0,3.0,4.0,2286.0,0.0
Attrited Customer,53.0,F,0.0,Graduate,Single,Less than $40K,Blue,40.0,4.0,1.0,4.0,1438.3,0.0
Attrited Customer,39.0,F,2.0,Doctorate,Married,Less than $40K,Blue,36.0,4.0,3.0,4.0,1438.3,886.0
Attrited Customer,39.0,F,2.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,3.0,1.0,1438.3,576.0
Attrited Customer,48.0,F,3.0,Graduate,Married,$40K - $60K,Blue,31.0,6.0,3.0,4.0,14899.0,0.0
Attrited Customer,38.0,F,0.0,High School,Single,Less than $40K,Blue,22.0,3.0,2.0,5.0,1556.0,0.0
Attrited Customer,57.0,M,3.0,Graduate,Married,$60K - $80K,Blue,49.0,5.0,0.0,3.0,8701.0,215.0
Attrited Customer,33.0,M,2.0,Uneducated,Single,$40K - $60K,Blue,18.0,1.0,1.0,6.0,5600.0,2517.0
Attrited Customer,55.0,F,3.0,High School,Single,$40K - $60K,Blue,47.0,5.0,4.0,3.0,2687.0,1689.0
Attrited Customer,46.0,F,3.0,High School,Married,Less than $40K,Blue,39.0,3.0,3.0,0.0,1801.0,316.0
Attrited Customer,53.0,M,1.0,Post-Graduate,Single,$60K - $80K,Blue,46.0,6.0,2.0,4.0,4573.0,2076.0
Attrited Customer,48.0,F,5.0,Graduate,Married,Less than $40K,Blue,40.0,4.0,3.0,2.0,2860.0,2517.0
Attrited Customer,47.0,F,,Unknown,Married,Less than $40K,Blue,36.0,3.0,3.0,3.0,2033.0,228.0
Attrited Customer,39.0,F,4.0,College,Married,$40K - $60K,Blue,28.0,4.0,2.0,4.0,7596.0,2199.0
Attrited Customer,54.0,F,3.0,College,Married,Less than $40K,Blue,44.0,5.0,3.0,2.0,2921.0,2412.0
Attrited Customer,51.0,F,1.0,Unknown,Married,Less than $40K,Blue,32.0,5.0,3.0,3.0,1438.3,0.0
Attrited Customer,37.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,30.0,3.0,3.0,4.0,3328.0,2517.0
Attrited Customer,43.0,F,3.0,Unknown,Married,Less than $40K,Blue,36.0,2.0,2.0,2.0,2440.0,1002.0
Attrited Customer,39.0,F,4.0,High School,Single,Unknown,Blue,36.0,3.0,2.0,4.0,12405.0,0.0
Attrited Customer,30.0,F,1.0,Uneducated,Divorced,Less than $40K,Blue,19.0,6.0,1.0,2.0,1644.0,0.0
Attrited Customer,50.0,F,2.0,Post-Graduate,Married,Unknown,Blue,36.0,5.0,2.0,4.0,4045.0,0.0
Attrited Customer,34.0,F,2.0,Graduate,Married,Less than $40K,Blue,29.0,5.0,2.0,2.0,5845.0,0.0
Attrited Customer,43.0,F,5.0,Uneducated,Single,Less than $40K,Blue,36.0,5.0,3.0,4.0,2689.0,2384.0
Attrited Customer,42.0,F,2.0,Uneducated,Single,Less than $40K,Blue,23.0,4.0,2.0,3.0,1443.0,0.0
Attrited Customer,44.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,5.0,2.0,4.0,1438.3,0.0
Attrited Customer,50.0,F,1.0,Post-Graduate,Married,$40K - $60K,Blue,41.0,6.0,3.0,3.0,1694.0,479.0
Attrited Customer,53.0,F,3.0,High School,Divorced,Unknown,Blue,36.0,4.0,3.0,6.0,7939.0,0.0
Attrited Customer,51.0,F,2.0,Unknown,Single,Less than $40K,Blue,43.0,5.0,3.0,2.0,3245.0,0.0
Attrited Customer,38.0,F,4.0,High School,Single,$40K - $60K,Blue,31.0,4.0,3.0,2.0,1438.3,0.0
Attrited Customer,48.0,M,4.0,Unknown,Single,$40K - $60K,Blue,43.0,2.0,3.0,2.0,11272.0,1744.0
Attrited Customer,55.0,F,1.0,Doctorate,Married,Unknown,Blue,39.0,1.0,3.0,3.0,12972.0,1424.0
Attrited Customer,47.0,F,3.0,Graduate,Unknown,Less than $40K,Blue,36.0,5.0,2.0,2.0,8109.0,0.0
Attrited Customer,42.0,F,3.0,College,Single,Less than $40K,Blue,36.0,3.0,3.0,4.0,3802.0,1300.0
Attrited Customer,51.0,F,1.0,Graduate,Married,Less than $40K,Blue,39.0,5.0,3.0,2.0,1438.3,0.0
Attrited Customer,65.0,M,2.0,Unknown,Single,Less than $40K,Blue,36.0,4.0,2.0,3.0,2954.0,2517.0
Attrited Customer,49.0,F,3.0,Graduate,Single,Unknown,Blue,38.0,1.0,2.0,4.0,11025.0,0.0
Attrited Customer,46.0,F,2.0,Unknown,Married,Less than $40K,Blue,42.0,1.0,0.0,4.0,2002.0,0.0
Attrited Customer,53.0,F,2.0,Unknown,Single,Less than $40K,Blue,36.0,3.0,3.0,4.0,2575.0,411.0
Attrited Customer,41.0,,3.0,High School,Unknown,$40K - $60K,Blue,33.0,4.0,3.0,4.0,1639.0,0.0
Attrited Customer,55.0,M,1.0,Uneducated,Single,$120K +,Blue,41.0,3.0,4.0,4.0,24542.0,2354.0
Attrited Customer,50.0,F,1.0,Uneducated,Single,Less than $40K,Blue,37.0,3.0,2.0,4.0,1838.0,0.0
Attrited Customer,36.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,36.0,5.0,2.0,4.0,3111.0,2517.0
Attrited Customer,40.0,F,1.0,High School,Single,Less than $40K,Blue,36.0,4.0,3.0,2.0,1438.3,544.0
Attrited Customer,43.0,F,4.0,Uneducated,Single,Less than $40K,Blue,36.0,5.0,3.0,2.0,2422.0,1014.0
Attrited Customer,56.0,F,2.0,Uneducated,Single,Less than $40K,Blue,43.0,1.0,2.0,4.0,1440.0,1211.0
Attrited Customer,29.0,F,1.0,Uneducated,Single,Less than $40K,Blue,36.0,3.0,2.0,4.0,2516.0,2312.0
Attrited Customer,48.0,F,4.0,Doctorate,Divorced,$40K - $60K,Blue,35.0,4.0,3.0,2.0,3646.0,1047.0
Attrited Customer,48.0,F,3.0,Uneducated,Divorced,Less than $40K,Blue,36.0,5.0,3.0,2.0,4073.0,2517.0
Attrited Customer,51.0,F,1.0,Doctorate,Single,Less than $40K,Blue,45.0,5.0,3.0,1.0,1952.0,1411.0
Attrited Customer,53.0,F,0.0,High School,Married,Less than $40K,Blue,41.0,3.0,3.0,4.0,1438.3,0.0
Attrited Customer,39.0,F,3.0,Uneducated,Divorced,Unknown,Blue,36.0,4.0,3.0,3.0,2809.0,0.0
Attrited Customer,48.0,M,3.0,Post-Graduate,Married,$40K - $60K,Blue,36.0,3.0,2.0,4.0,2954.0,931.0
Attrited Customer,36.0,F,2.0,High School,Married,$40K - $60K,Blue,36.0,4.0,3.0,2.0,1848.0,0.0
Attrited Customer,60.0,M,1.0,Uneducated,Married,Less than $40K,Blue,36.0,1.0,3.0,4.0,3316.0,0.0
Attrited Customer,50.0,F,1.0,Doctorate,Single,Unknown,Blue,46.0,6.0,4.0,3.0,1970.0,1477.0
Attrited Customer,52.0,F,3.0,Graduate,Married,Unknown,Blue,39.0,3.0,3.0,2.0,4173.0,1771.0
Attrited Customer,43.0,F,4.0,Unknown,Married,Less than $40K,Blue,29.0,6.0,2.0,3.0,2895.0,0.0
Attrited Customer,39.0,M,2.0,High School,Married,$40K - $60K,Blue,30.0,5.0,3.0,3.0,2220.0,0.0
Attrited Customer,55.0,F,2.0,Unknown,Single,Unknown,Blue,36.0,4.0,3.0,2.0,10241.0,1545.0
Attrited Customer,44.0,F,1.0,Graduate,Single,Less than $40K,Blue,25.0,3.0,2.0,4.0,3101.0,0.0
Attrited Customer,47.0,F,1.0,Unknown,Married,Less than $40K,Blue,35.0,6.0,2.0,4.0,1850.0,896.0
Attrited Customer,59.0,M,2.0,Uneducated,Single,$40K - $60K,Blue,53.0,4.0,5.0,4.0,2699.0,2422.0
Attrited Customer,41.0,M,4.0,Graduate,Single,$60K - $80K,Blue,34.0,5.0,2.0,4.0,5045.0,2080.0
Attrited Customer,35.0,F,0.0,Graduate,Married,Less than $40K,Blue,36.0,4.0,3.0,4.0,2089.0,0.0
Attrited Customer,55.0,F,1.0,Graduate,Unknown,Less than $40K,Blue,36.0,4.0,2.0,2.0,3552.0,2517.0
Attrited Customer,43.0,F,3.0,Unknown,Single,Less than $40K,Blue,36.0,6.0,3.0,3.0,2325.0,238.0
Attrited Customer,32.0,F,0.0,Graduate,Single,Less than $40K,Blue,20.0,5.0,1.0,5.0,3983.0,431.0
Attrited Customer,45.0,M,2.0,High School,Single,$120K +,Blue,33.0,6.0,3.0,2.0,15490.0,0.0
Attrited Customer,40.0,F,4.0,Uneducated,Single,Less than $40K,Blue,24.0,5.0,2.0,1.0,4212.0,2517.0
Attrited Customer,44.0,F,4.0,Unknown,Married,$40K - $60K,Blue,31.0,4.0,3.0,5.0,1691.0,1327.0
Attrited Customer,43.0,M,4.0,Doctorate,Unknown,$60K - $80K,Blue,28.0,3.0,2.0,4.0,18229.0,0.0
Attrited Customer,44.0,F,4.0,Graduate,Married,$40K - $60K,Blue,36.0,6.0,3.0,3.0,1452.0,0.0
Attrited Customer,39.0,F,2.0,Graduate,Single,Less than $40K,Blue,27.0,1.0,3.0,3.0,1438.3,811.0
Attrited Customer,36.0,F,3.0,Graduate,Single,$40K - $60K,Blue,22.0,1.0,3.0,1.0,2013.0,0.0
Attrited Customer,53.0,F,3.0,Unknown,Married,Less than $40K,Blue,36.0,3.0,3.0,3.0,2819.0,0.0
Attrited Customer,49.0,M,3.0,Post-Graduate,Unknown,$80K - $120K,Blue,39.0,2.0,3.0,4.0,20769.0,901.0
Attrited Customer,49.0,F,5.0,Graduate,Divorced,$40K - $60K,Blue,40.0,6.0,4.0,2.0,2920.0,0.0
Attrited Customer,59.0,M,0.0,Post-Graduate,Married,$80K - $120K,Blue,46.0,5.0,4.0,2.0,6526.0,489.0
Attrited Customer,37.0,F,1.0,High School,Single,$40K - $60K,Blue,27.0,4.0,2.0,2.0,1793.0,792.0
Attrited Customer,40.0,F,2.0,High School,Single,Unknown,Blue,30.0,6.0,3.0,4.0,6479.0,0.0
Attrited Customer,49.0,F,4.0,Unknown,Single,Less than $40K,Silver,37.0,1.0,2.0,2.0,10195.0,2389.0
Attrited Customer,43.0,M,4.0,Graduate,Single,$60K - $80K,Blue,34.0,5.0,3.0,3.0,10573.0,0.0
Attrited Customer,40.0,F,4.0,High School,Single,$40K - $60K,Blue,29.0,5.0,2.0,3.0,1554.0,412.0
Attrited Customer,43.0,F,2.0,College,Married,Less than $40K,Blue,36.0,5.0,2.0,3.0,4020.0,0.0
Attrited Customer,38.0,F,2.0,Unknown,Married,Unknown,Blue,33.0,4.0,3.0,3.0,3388.0,0.0
Attrited Customer,46.0,M,1.0,Post-Graduate,Single,$60K - $80K,Blue,32.0,5.0,2.0,3.0,8766.0,0.0
Attrited Customer,53.0,F,5.0,Doctorate,Single,Less than $40K,Blue,38.0,3.0,2.0,3.0,1438.3,0.0
Attrited Customer,52.0,F,1.0,Graduate,Single,Less than $40K,Blue,47.0,3.0,3.0,4.0,1842.0,625.0
Attrited Customer,44.0,F,2.0,Graduate,Married,Less than $40K,Blue,33.0,3.0,2.0,2.0,2417.0,0.0
Attrited Customer,53.0,F,3.0,High School,Married,Less than $40K,Blue,41.0,3.0,3.0,2.0,1547.0,0.0
Attrited Customer,48.0,F,4.0,Graduate,Unknown,Less than $40K,Blue,36.0,5.0,2.0,2.0,2700.0,2480.0
Attrited Customer,34.0,F,1.0,Post-Graduate,Single,Less than $40K,Blue,26.0,3.0,2.0,5.0,2066.0,347.0
Attrited Customer,41.0,F,4.0,College,Unknown,Unknown,Blue,22.0,4.0,2.0,3.0,1438.3,1125.0
Attrited Customer,57.0,M,2.0,Graduate,Single,$120K +,Blue,44.0,5.0,3.0,4.0,34516.0,219.0
Attrited Customer,45.0,F,3.0,College,Single,Unknown,Blue,33.0,5.0,3.0,4.0,4345.0,2198.0
Attrited Customer,50.0,F,3.0,Graduate,Divorced,Less than $40K,Blue,40.0,5.0,4.0,4.0,4248.0,316.0
Attrited Customer,52.0,F,3.0,College,Married,Less than $40K,Blue,40.0,3.0,2.0,3.0,3474.0,0.0
Attrited Customer,44.0,F,1.0,Unknown,Single,Unknown,Blue,36.0,3.0,3.0,3.0,3517.0,0.0
Attrited Customer,62.0,M,0.0,High School,Single,$60K - $80K,Blue,51.0,3.0,2.0,4.0,18734.0,0.0
Attrited Customer,38.0,F,2.0,Doctorate,Married,Less than $40K,Blue,28.0,5.0,2.0,4.0,1614.0,0.0
Attrited Customer,47.0,F,3.0,Unknown,Married,Less than $40K,Blue,37.0,1.0,2.0,2.0,1438.3,0.0
Attrited Customer,33.0,M,2.0,Unknown,Married,$60K - $80K,Blue,28.0,6.0,2.0,4.0,1698.0,0.0
Attrited Customer,52.0,M,3.0,Graduate,Married,$80K - $120K,Blue,46.0,4.0,2.0,3.0,15011.0,2517.0
Attrited Customer,51.0,F,2.0,Doctorate,Divorced,Unknown,Blue,40.0,6.0,3.0,4.0,8930.0,2517.0
Attrited Customer,54.0,F,1.0,Uneducated,Married,Unknown,Blue,50.0,4.0,0.0,3.0,2912.0,0.0
Attrited Customer,53.0,F,3.0,Doctorate,Single,Unknown,Blue,43.0,3.0,3.0,2.0,1790.0,1474.0
Attrited Customer,47.0,F,1.0,Graduate,Married,$40K - $60K,Blue,35.0,3.0,3.0,5.0,1438.3,0.0
Attrited Customer,55.0,M,0.0,High School,Divorced,$80K - $120K,Blue,44.0,4.0,3.0,3.0,19793.0,
Attrited Customer,46.0,F,1.0,College,Unknown,Unknown,Blue,35.0,5.0,3.0,3.0,2197.0,461.0
Attrited Customer,53.0,F,4.0,Doctorate,Married,Less than $40K,Blue,37.0,6.0,2.0,2.0,3719.0,2517.0
Attrited Customer,59.0,F,0.0,Unknown,Married,Unknown,Blue,49.0,5.0,2.0,4.0,6996.0,0.0
Attrited Customer,63.0,M,0.0,Doctorate,Single,Unknown,Blue,47.0,6.0,4.0,3.0,7306.0,0.0
Attrited Customer,41.0,F,1.0,Doctorate,Divorced,Less than $40K,Blue,30.0,3.0,3.0,1.0,2029.0,621.0
Attrited Customer,51.0,F,1.0,Graduate,Married,Less than $40K,Silver,45.0,6.0,3.0,3.0,13199.0,781.0
Attrited Customer,58.0,F,0.0,High School,Single,Less than $40K,Blue,46.0,5.0,4.0,2.0,1977.0,0.0
Attrited Customer,33.0,F,2.0,Graduate,Single,Less than $40K,Blue,24.0,6.0,2.0,3.0,1806.0,0.0
Attrited Customer,41.0,M,4.0,Uneducated,Married,$80K - $120K,Blue,37.0,1.0,2.0,2.0,23250.0,0.0
Attrited Customer,47.0,M,3.0,Uneducated,Single,$120K +,Blue,36.0,3.0,3.0,4.0,34516.0,0.0
Attrited Customer,33.0,F,2.0,Uneducated,Unknown,$40K - $60K,Blue,22.0,4.0,2.0,2.0,1843.0,1293.0
Attrited Customer,41.0,F,2.0,Graduate,Married,$40K - $60K,Blue,36.0,5.0,2.0,4.0,2990.0,1828.0
