STA,YR,MO,DA,MAX,MIN
12101,44,4,25,92.0,67.0
12702,45,1,8,78.0,74.0
11604,42,11,24,82.0,74.0
10502,43,3,4,86.0,71.0
34104,44,10,24,67.0,46.0
33013,44,8,25,103.0,71.0
50303,45,8,19,83.0,70.0
32906,45,10,13,90.0,67.0
22502,44,10,22,82.0,69.0
33031,42,12,8,62.0,51.0
10705,44,2,20,92.0,73.0
32701,44,3,1,83.0,57.0
11901,44,6,13,76.0,57.0
82503,44,4,24,88.0,56.0
50304,45,10,23,83.0,70.0
11103,45,6,6,84.0,72.0
10505,44,1,9,85.0,70.0
80412,44,8,29,83.0,74.0
16405,42,1,23,26.0,10.0
33117,44,12,30,57.0,45.0
81404,43,7,8,85.0,74.0
16405,41,8,30,62.0,50.0
50302,43,7,4,86.0,68.0
33401,45,6,12,105.0,82.0
22508,40,5,4,78.0,66.0
82502,43,9,27,83.0,56.0
11610,43,8,25,83.0,72.0
22504,41,12,14,81.0,65.0
32301,44,10,20,92.0,60.0
13007,45,4,1,83.0,45.0
31101,44,3,23,99.0,73.0
22507,44,6,21,86.0,70.0
10701,45,11,22,87.0,74.0
32501,44,5,6,94.0,76.0
33305,45,3,6,58.0,36.0
11606,44,9,4,90.0,80.0
20501,44,5,2,86.0,76.0
60701,44,3,9,86.0,79.0
12702,45,9,10,89.0,80.0
62701,43,4,23,84.0,67.0
10804,44,6,29,91.0,69.0
10502,42,10,13,92.0,70.0
81601,44,3,6,83.0,73.0
32503,44,8,1,100.0,85.0
11615,45,2,27,82.0,68.0
22504,43,7,25,86.0,72.0
42204,45,8,13,87.0,75.0
10802,43,8,13,89.0,74.0
50304,44,9,28,83.0,70.0
10718,44,6,15,83.0,76.0
16407,45,4,29,40.0,33.0
33019,43,12,13,60.0,48.0
22504,40,2,15,81.0,63.0
34109,44,12,27,49.0,32.0
16407,42,11,16,45.0,42.0
33003,44,5,11,73.0,54.0
10705,44,4,22,96.0,76.0
11704,42,3,28,92.0,69.0
12701,42,10,5,86.0,70.0
34147,45,10,2,71.0,47.0
22502,43,12,29,77.0,68.0
10804,45,11,26,89.0,67.0
31001,44,4,15,105.0,74.0
80412,44,11,26,86.0,71.0
16407,44,8,26,47.0,37.0
32904,44,7,13,95.0,76.0
31501,44,3,16,84.0,68.0
11610,45,11,13,81.0,72.0
82403,44,9,18,85.0,56.0
12701,44,4,26,94.0,70.0
10704,44,12,4,85.0,70.0
13005,43,4,7,88.0,54.0
50801,43,3,25,85.0,76.0
20501,44,12,17,86.0,76.0
20501,42,3,26,89.0,75.0
80510,44,11,27,91.0,75.0
34005,45,3,12,63.0,47.0
22504,45,8,21,90.0,73.0
10001,43,1,27,88.0,73.0
11701,42,12,26,89.0,67.0
10718,42,12,5,82.0,76.0
11604,43,10,18,85.0,76.0
32601,44,1,20,79.0,58.0
13013,45,7,26,93.0,66.0
11902,45,4,5,92.0,72.0
34104,45,4,1,66.0,46.0
80425,45,7,14,88.0,72.0
30001,43,10,5,81.0,72.0
10102,45,5,21,89.0,73.0
16202,42,10,30,36.0,30.0
32906,45,4,29,85.0,67.0
32803,43,2,4,79.0,49.0
50301,44,3,9,87.0,78.0
16202,42,8,3,55.0,50.0
34104,45,6,23,91.0,70.0
16407,44,5,25,35.0,27.0
15027,45,3,8,48.0,42.0
32504,44,12,12,75.0,60.0
11801,43,5,31,88.0,73.0
11501,44,7,9,88.0,77.0
82502,43,4,16,78.0,50.0
40601,45,12,14,86.0,79.0
11101,43,12,22,79.0,61.0
81702,42,4,20,88.0,68.0
82402,42,7,23,68.0,39.0
20501,43,1,26,83.0,74.0
10701,43,6,29,89.0,72.0
10804,44,3,15,98.0,70.0
16202,44,1,19,33.0,23.0
50403,43,6,10,88.0,79.0
32801,45,9,7,87.0,77.0
16101,44,4,20,34.0,28.0
16202,42,12,22,40.0,34.0
11604,44,10,25,86.0,75.0
32504,44,5,6,101.0,75.0
50802,44,11,25,82.0,64.0
31501,44,7,4,86.0,76.0
32803,44,12,4,83.0,58.0
33406,45,4,7,66.0,28.0
34005,45,4,16,72.0,57.0
34022,45,4,19,77.0,54.0
44401,45,12,22,20.0,10.0
12701,43,2,20,85.0,64.0
10101,45,3,25,91.0,72.0
13005,43,6,25,101.0,68.0
11701,42,10,11,90.0,74.0
22508,41,11,7,77.0,63.0
11801,44,10,23,89.0,69.0
10001,44,4,28,92.0,76.0
34002,44,7,27,82.0,70.0
34104,44,12,16,59.0,36.0
16504,42,6,17,58.0,35.0
81702,42,4,14,88.0,75.0
42401,45,6,11,89.0,74.0
33044,44,4,10,69.0,40.0
10002,45,6,25,80.0,76.0
10701,45,8,26,86.0,74.0
34113,45,12,29,59.0,51.0
82502,44,2,26,86.0,67.0
33031,43,10,31,76.0,51.0
10101,44,12,20,89.0,66.0
11601,44,2,28,86.0,72.0
10502,42,8,3,86.0,71.0
11701,42,8,21,91.0,72.0
81601,43,2,21,89.0,74.0
32801,44,6,6,101.0,78.0
10705,44,6,23,82.0,72.0
40601,44,9,16,93.0,78.0
11701,43,6,29,96.0,73.0
32602,45,8,21,88.0,77.0
13005,45,12,1,72.0,51.0
82405,44,6,13,70.0,60.0
11610,44,7,1,86.0,74.0
21501,45,11,25,80.0,63.0
32701,44,5,29,118.0,88.0
50801,43,3,31,83.0,75.0
34022,45,1,29,24.0,13.0
10505,44,4,12,84.0,72.0
33031,45,6,3,80.0,65.0
81702,42,6,11,87.0,72.0
10803,41,3,8,85.0,78.0
80504,44,5,13,87.0,75.0
10802,44,1,26,86.0,70.0
32805,44,6,25,102.0,80.0
50403,43,7,11,86.0,75.0
32601,44,1,18,81.0,54.0
11902,44,5,5,88.0,72.0
22508,43,1,19,75.0,55.0
22502,45,12,6,79.0,72.0
34022,45,3,7,54.0,41.0
31701,44,2,28,83.0,59.0
43201,45,11,26,60.0,31.0
30001,44,1,12,86.0,75.0
16202,42,6,21,60.0,48.0
32907,44,5,30,94.0,71.0
12001,43,12,14,70.0,43.0
13002,43,12,2,65.0,46.0
81601,44,3,22,88.0,73.0
33003,45,3,29,62.0,47.0
16201,43,12,16,46.0,34.0
34005,44,7,24,79.0,67.0
10802,44,12,10,85.0,77.0
31001,43,12,23,82.0,58.0
16201,43,10,13,45.0,34.0
32803,43,8,19,91.0,79.0
12701,44,10,18,89.0,72.0
33405,45,10,1,102.0,66.0
32907,44,4,25,97.0,72.0
34104,45,1,27,51.0,45.0
11101,43,8,5,81.0,76.0
11610,44,1,17,83.0,72.0
21501,43,9,29,84.0,66.0
13002,45,12,27,65.0,50.0
10718,45,10,8,85.0,69.0
16202,43,12,3,44.0,21.0
10803,42,12,24,87.0,71.0
50401,43,6,24,88.0,72.0
10701,42,1,25,93.0,74.0
22504,45,2,23,85.0,65.0
13601,43,5,4,72.0,64.0
22502,44,7,17,82.0,71.0
82506,44,12,24,97.0,70.0
11606,45,1,20,84.0,76.0
32601,42,7,30,87.0,80.0
50303,44,12,21,86.0,75.0
16202,43,10,6,38.0,29.0
81702,43,5,21,82.0,63.0
82502,45,6,27,71.0,40.0
10802,44,3,3,87.0,75.0
50802,44,9,21,78.0,62.0
33501,44,11,2,70.0,50.0
16407,45,10,16,37.0,31.0
12701,44,11,18,81.0,60.0
11103,45,7,22,87.0,78.0
34105,43,11,21,66.0,32.0
34109,44,6,11,81.0,58.0
33307,45,7,20,99.0,65.0
50302,44,11,19,89.0,70.0
21501,45,7,19,83.0,70.0
11606,45,4,16,85.0,77.0
50301,45,9,11,83.0,74.0
11501,44,7,21,86.0,75.0
80509,44,9,7,83.0,72.0
43302,45,11,25,65.0,42.0
32601,42,10,21,89.0,74.0
80509,45,5,21,83.0,70.0
16201,45,11,28,39.0,30.0
33109,45,5,31,76.0,64.0
82402,43,1,6,88.0,67.0
22502,44,4,23,80.0,68.0
81404,44,7,28,81.0,71.0
12001,44,3,2,76.0,38.0
10505,44,11,22,91.0,68.0
50303,43,11,2,85.0,76.0
34123,44,10,27,67.0,52.0
11501,43,12,17,80.0,72.0
32805,42,11,27,81.0,54.0
32601,43,12,23,88.0,54.0
12801,45,1,22,83.0,63.0
13002,45,7,20,81.0,67.0
32906,45,4,14,85.0,64.0
41207,45,11,13,89.0,73.0
11610,43,11,1,87.0,72.0
22508,41,2,12,72.0,61.0
10705,43,5,13,89.0,74.0
50303,45,11,27,87.0,74.0
50302,43,7,5,80.0,68.0
81702,44,11,17,87.0,68.0
32301,44,1,5,69.0,42.0
10001,42,11,11,90.0,74.0
22508,40,1,7,76.0,62.0
11902,43,4,11,88.0,70.0
34113,45,3,20,66.0,44.0
82502,44,12,18,86.0,73.0
50304,45,2,5,80.0,69.0
10718,45,2,26,91.0,73.0
13601,45,5,25,73.0,64.0
81404,43,7,26,83.0,72.0
50801,44,12,11,77.0,71.0
81702,44,4,6,88.0,68.0
10102,45,10,10,89.0,74.0
11610,45,10,6,88.0,75.0
12101,44,5,31,105.0,76.0
31302,45,4,26,82.0,49.0
34147,45,12,2,58.0,43.0
82405,45,1,31,88.0,76.0
22509,40,11,4,83.0,74.0
10806,43,11,11,73.0,59.0
61501,44,12,29,84.0,74.0
80425,44,8,23,84.0,75.0
10101,43,11,16,89.0,73.0
11704,42,1,27,88.0,66.0
32701,44,6,21,107.0,84.0
31001,45,5,6,105.0,75.0
32601,42,12,28,76.0,48.0
16407,43,8,20,44.0,33.0
10704,44,9,20,84.0,72.0
80425,45,1,20,88.0,71.0
50302,43,10,23,87.0,76.0
10001,44,4,4,92.0,75.0
42401,45,5,22,85.0,73.0
33307,45,12,15,63.0,40.0
31302,45,2,3,73.0,46.0
34002,44,7,23,80.0,70.0
34113,45,12,3,57.0,44.0
11103,45,7,14,89.0,78.0
10804,43,6,1,90.0,72.0
33031,43,12,17,47.0,38.0
15027,45,3,11,55.0,43.0
33205,45,11,22,72.0,54.0
11103,45,1,24,75.0,66.0
22508,41,5,18,77.0,66.0
81702,42,12,9,87.0,73.0
31101,44,9,23,96.0,70.0
34104,45,11,10,57.0,47.0
12801,45,4,13,90.0,65.0
16101,44,8,26,54.0,45.0
10703,45,4,23,86.0,75.0
81601,43,3,23,84.0,74.0
22502,43,7,27,89.0,69.0
22502,44,6,6,84.0,66.0
31501,45,2,20,81.0,63.0
33023,44,9,21,80.0,69.0
32907,44,12,22,77.0,50.0
33031,45,11,20,67.0,51.0
60701,42,12,9,89.0,78.0
11601,44,1,9,85.0,78.0
22508,40,10,13,81.0,68.0
33109,43,9,3,91.0,68.0
82502,45,3,5,93.0,72.0
32812,45,1,21,79.0,54.0
12001,44,5,15,108.0,70.0
50403,43,8,13,90.0,71.0
10802,44,8,9,82.0,74.0
33023,44,3,15,66.0,45.0
12801,44,12,6,78.0,60.0
16504,43,12,22,34.0,-15.0
82405,44,2,19,86.0,74.0
33003,45,3,7,57.0,45.0
20501,45,6,2,88.0,76.0
34022,44,11,14,44.0,39.0
32812,45,6,24,93.0,79.0
41207,45,12,31,75.0,69.0
80425,44,10,15,91.0,77.0
50304,45,6,18,79.0,72.0
33501,44,5,22,79.0,54.0
32815,45,3,24,100.0,73.0
33031,43,3,23,74.0,54.0
32504,44,6,6,96.0,73.0
11610,44,6,15,86.0,71.0
10701,44,5,26,93.0,75.0
16405,45,5,4,55.0,35.0
22507,43,1,23,83.0,58.0
11901,44,7,30,79.0,57.0
12701,45,5,31,92.0,67.0
11901,44,4,10,83.0,58.0
16407,45,5,10,44.0,34.0
31701,45,11,10,72.0,67.0
34104,45,5,23,90.0,66.0
32702,45,8,31,91.0,74.0
32702,45,7,22,95.0,78.0
10001,43,5,15,91.0,72.0
10802,44,9,16,85.0,71.0
11501,44,10,27,85.0,76.0
16504,45,3,28,10.0,0.0
33044,44,2,11,41.0,29.0
50302,43,10,22,86.0,76.0
10502,45,2,14,85.0,72.0
10806,44,8,25,80.0,61.0
11704,42,8,17,87.0,73.0
34113,44,10,1,67.0,56.0
11501,43,10,14,86.0,77.0
33307,45,7,23,99.0,60.0
11901,44,3,22,81.0,56.0
33031,45,9,4,94.0,71.0
11610,44,6,20,84.0,73.0
11801,45,5,28,93.0,74.0
11801,44,3,5,93.0,69.0
10704,45,4,27,83.0,72.0
33023,45,4,17,90.0,53.0
31001,45,5,17,99.0,67.0
11103,45,1,6,78.0,67.0
50303,44,7,30,80.0,66.0
32803,44,9,11,95.0,78.0
50802,45,12,9,82.0,65.0
20501,43,5,20,86.0,75.0
22502,41,10,16,85.0,72.0
10804,42,4,6,98.0,74.0
20501,42,7,13,85.0,77.0
21501,43,6,28,80.0,62.0
11901,44,4,8,84.0,56.0
10002,45,4,26,87.0,75.0
11704,43,3,27,84.0,68.0
32906,45,5,8,87.0,69.0
13601,45,1,11,62.0,55.0
11606,45,3,23,84.0,74.0
11604,45,6,3,85.0,74.0
11901,43,4,7,79.0,53.0
32803,43,4,23,99.0,75.0
80504,44,5,7,86.0,75.0
12801,45,8,9,92.0,72.0
50801,43,8,4,74.0,68.0
34017,45,7,16,88.0,59.0
22509,41,4,30,82.0,72.0
10101,45,2,24,91.0,72.0
12701,45,3,8,89.0,65.0
11610,41,12,6,86.0,72.0
10102,43,8,22,86.0,70.0
34147,45,9,7,86.0,62.0
33003,44,11,6,66.0,48.0
11604,42,8,7,86.0,81.0
10701,40,5,1,94.0,77.0
13601,44,2,3,66.0,57.0
11615,45,8,31,86.0,72.0
11801,45,7,13,89.0,73.0
10101,45,4,1,91.0,75.0
82403,43,1,26,99.0,82.0
13201,44,3,30,64.0,56.0
32702,45,8,29,89.0,74.0
10001,43,12,11,91.0,75.0
33401,45,12,22,65.0,42.0
33109,43,10,18,80.0,65.0
33044,43,12,4,60.0,35.0
50802,44,8,28,78.0,61.0
31401,44,7,18,90.0,78.0
11610,43,5,19,86.0,74.0
22507,45,2,18,79.0,65.0
11606,43,7,24,88.0,76.0
82506,45,6,21,76.0,58.0
32906,45,7,22,87.0,74.0
11701,43,11,23,86.0,71.0
33401,45,7,1,109.0,76.0
12702,44,10,7,83.0,73.0
10803,41,8,22,90.0,73.0
12101,45,7,8,109.0,83.0
50403,43,9,1,90.0,73.0
32815,44,12,3,86.0,54.0
10701,41,6,8,90.0,77.0
12701,44,7,13,94.0,74.0
32803,44,11,23,82.0,59.0
34018,45,6,28,86.0,64.0
82503,44,4,26,83.0,43.0
60701,44,4,22,85.0,78.0
33405,45,7,29,121.0,82.0
10102,44,2,25,94.0,69.0
10705,42,12,1,87.0,71.0
11704,45,7,21,90.0,71.0
22504,41,11,9,88.0,71.0
34003,44,9,24,81.0,59.0
13201,45,4,14,58.0,51.0
30001,43,10,2,84.0,72.0
10804,44,10,6,89.0,71.0
12702,44,6,13,86.0,79.0
34003,44,8,25,88.0,67.0
11601,43,5,31,86.0,76.0
11701,44,10,16,92.0,74.0
10701,40,11,11,88.0,75.0
50304,43,8,23,82.0,66.0
32904,43,12,9,77.0,48.0
16407,44,9,3,45.0,31.0
50303,45,4,2,87.0,76.0
10718,43,9,1,91.0,76.0
11103,45,1,21,76.0,66.0
33401,44,11,5,87.0,67.0
13013,45,12,31,60.0,37.0
33013,44,5,1,64.0,38.0
32504,44,4,5,85.0,56.0
33023,45,2,17,62.0,39.0
40601,44,9,18,93.0,76.0
11601,43,7,13,86.0,75.0
10804,43,9,28,92.0,70.0
10718,45,4,22,92.0,77.0
31501,45,1,27,81.0,68.0
16405,42,5,7,54.0,44.0
10002,43,12,22,87.0,74.0
43302,45,12,23,49.0,33.0
33031,45,2,11,65.0,42.0
33303,44,12,26,67.0,49.0
11902,44,12,12,90.0,59.0
60701,45,3,8,87.0,73.0
61501,45,9,16,81.0,70.0
82501,43,11,14,74.0,55.0
34150,45,3,17,62.0,42.0
40601,45,6,5,86.0,80.0
60701,44,9,6,95.0,78.0
33205,44,12,2,74.0,52.0
13601,45,10,26,81.0,73.0
10101,45,1,11,89.0,67.0
80510,45,1,20,87.0,75.0
31101,43,8,15,89.0,71.0
31001,44,4,2,99.0,69.0
32602,44,7,28,89.0,80.0
33031,45,1,2,51.0,35.0
10803,44,7,6,86.0,72.0
50801,44,11,9,72.0,66.0
16202,42,7,31,56.0,46.0
10701,40,11,16,86.0,73.0
21501,44,12,19,74.0,62.0
16504,44,2,19,25.0,-26.0
41207,45,10,27,83.0,73.0
34109,45,1,4,43.0,36.0
10803,41,8,29,86.0,71.0
32501,43,5,21,92.0,76.0
80411,43,11,23,87.0,75.0
13005,43,8,12,107.0,79.0
34104,45,7,1,98.0,70.0
31401,45,5,18,91.0,81.0
10718,45,12,21,89.0,72.0
50302,45,11,11,88.0,78.0
11604,43,12,18,83.0,74.0
10502,45,11,6,88.0,71.0
12801,45,3,31,88.0,65.0
32801,42,7,12,90.0,83.0
10705,43,11,25,88.0,74.0
13007,44,3,15,66.0,37.0
31401,44,3,9,84.0,70.0
33206,45,1,4,47.0,38.0
10705,45,12,16,89.0,76.0
22508,41,4,1,73.0,62.0
11101,44,3,24,75.0,64.0
10802,45,5,9,87.0,78.0
50304,45,9,4,81.0,70.0
22508,40,12,12,78.0,63.0
50303,44,4,9,86.0,70.0
32503,45,6,1,107.0,82.0
10502,45,10,9,92.0,70.0
11902,45,4,26,94.0,71.0
33303,45,11,15,86.0,61.0
34104,44,4,10,61.0,51.0
61501,44,8,14,84.0,75.0
13005,43,5,13,96.0,66.0
11101,43,10,27,87.0,76.0
10718,44,6,3,88.0,74.0
34150,44,12,31,45.0,30.0
44401,45,11,21,47.0,38.0
33003,45,5,2,61.0,52.0
82506,45,12,23,83.0,65.0
33109,45,1,8,53.0,39.0
12101,44,9,7,104.0,81.0
10803,43,3,15,91.0,70.0
33303,45,3,27,66.0,46.0
20501,45,8,12,87.0,76.0
50403,44,5,7,86.0,73.0
22508,45,4,8,72.0,62.0
33117,45,9,3,83.0,70.0
11901,43,4,30,79.0,55.0
32501,44,3,8,85.0,64.0
33401,43,12,19,79.0,59.0
13005,43,6,23,105.0,65.0
22502,41,8,17,88.0,71.0
12701,42,12,19,80.0,70.0
32812,44,12,26,80.0,56.0
10101,44,2,14,85.0,73.0
61501,45,9,19,79.0,72.0
10502,43,12,11,87.0,70.0
33019,44,5,17,76.0,58.0
11701,43,11,4,89.0,71.0
22504,43,8,14,86.0,74.0
11801,43,6,9,91.0,72.0
16407,43,8,5,57.0,51.0
11704,45,12,8,86.0,72.0
10802,43,7,16,86.0,79.0
33117,44,5,26,76.0,56.0
32815,45,6,7,95.0,79.0
10101,44,8,30,85.0,74.0
43305,45,11,6,72.0,45.0
31302,44,9,15,76.0,49.0
31001,44,6,5,104.0,79.0
11604,42,10,20,90.0,75.0
11606,44,8,19,93.0,78.0
82502,44,12,31,99.0,73.0
11601,42,10,29,87.0,76.0
32801,44,5,12,107.0,84.0
50802,44,1,6,83.0,68.0
80411,44,4,22,91.0,71.0
11704,45,6,17,90.0,70.0
22504,45,3,1,85.0,64.0
11901,43,11,3,73.0,61.0
12001,45,1,2,66.0,33.0
12801,44,10,20,86.0,66.0
22508,40,5,3,76.0,67.0
81702,44,6,9,83.0,70.0
13601,43,5,19,77.0,67.0
10701,44,4,1,94.0,70.0
10718,45,6,13,88.0,74.0
22502,40,10,5,85.0,73.0
50303,44,4,18,86.0,73.0
12101,43,6,27,107.0,80.0
10502,45,6,29,87.0,71.0
22504,44,5,29,84.0,72.0
12801,44,2,17,86.0,68.0
10102,45,1,28,89.0,76.0
32501,44,6,30,90.0,77.0
20501,45,12,4,87.0,77.0
61501,45,3,28,88.0,78.0
20501,45,1,31,85.0,74.0
32501,43,9,15,86.0,70.0
33205,45,7,25,88.0,64.0
81702,44,9,6,89.0,72.0
16504,42,5,4,56.0,29.0
33117,43,12,29,54.0,47.0
32503,45,3,18,72.0,61.0
31401,43,10,2,91.0,73.0
80412,45,4,18,89.0,72.0
82502,44,1,19,87.0,68.0
13601,45,6,14,80.0,73.0
13002,42,11,22,70.0,54.0
10101,44,1,4,88.0,72.0
33019,44,6,11,76.0,62.0
80411,44,6,12,84.0,74.0
61502,44,5,26,82.0,73.0
16202,42,9,14,50.0,34.0
11606,43,10,16,88.0,79.0
81601,45,9,24,83.0,72.0
10806,43,11,26,75.0,59.0
16201,45,9,14,47.0,39.0
13601,45,3,24,68.0,61.0
11704,45,3,14,87.0,64.0
12702,45,9,9,88.0,81.0
11604,43,8,1,86.0,73.0
11615,45,2,16,84.0,66.0
11610,44,6,25,82.0,72.0
32907,45,3,5,90.0,60.0
10701,41,12,19,90.0,74.0
10705,45,4,5,94.0,74.0
10704,44,8,20,87.0,74.0
10803,41,8,2,85.0,78.0
10502,45,12,18,83.0,72.0
30001,43,8,28,79.0,73.0
10804,44,3,2,96.0,69.0
22507,44,11,14,84.0,65.0
22502,41,12,31,76.0,58.0
10802,43,9,12,84.0,73.0
50801,43,11,16,75.0,69.0
33019,43,11,14,76.0,57.0
22508,43,12,27,71.0,65.0
32602,44,11,3,90.0,68.0
10807,44,12,17,89.0,69.0
50801,43,5,18,81.0,73.0
10502,41,9,24,92.0,72.0
32702,44,1,4,79.0,52.0
12801,44,3,14,85.0,61.0
10704,43,10,31,83.0,71.0
33303,45,3,6,64.0,46.0
22502,40,2,4,79.0,63.0
34113,45,9,16,81.0,64.0
10101,43,8,20,85.0,67.0
11704,43,6,23,88.0,70.0
32801,43,12,6,77.0,48.0
34123,44,12,14,49.0,45.0
15027,45,7,24,65.0,59.0
11901,43,9,11,79.0,59.0
22508,45,8,25,82.0,69.0
32805,43,10,5,94.0,75.0
32503,44,10,6,93.0,80.0
11801,45,7,29,90.0,72.0
33013,43,8,31,86.0,71.0
61501,44,5,22,85.0,75.0
13201,45,10,9,69.0,58.0
81404,43,7,28,82.0,72.0
50403,44,6,2,87.0,73.0
81601,45,5,20,81.0,74.0
50801,43,9,1,73.0,68.0
22504,41,6,16,84.0,72.0
22508,41,3,4,74.0,63.0
33023,44,6,11,80.0,62.0
41207,45,3,25,91.0,69.0
50302,44,6,24,88.0,69.0
33109,44,2,13,48.0,39.0
30001,44,6,29,85.0,73.0
31701,43,1,14,96.0,61.0
31101,43,11,17,100.0,65.0
50801,45,1,23,81.0,73.0
16407,43,8,24,56.0,31.0
30001,43,8,1,77.0,72.0
33014,44,8,1,90.0,64.0
11604,42,12,12,82.0,72.0
13201,45,6,1,65.0,61.0
11610,42,6,10,84.0,73.0
10718,44,4,20,94.0,76.0
22508,45,10,25,84.0,71.0
22504,41,5,11,80.0,69.0
11604,41,12,27,82.0,73.0
15027,45,8,8,64.0,52.0
10002,44,8,16,81.0,76.0
50401,44,4,26,91.0,75.0
50301,45,9,6,82.0,74.0
11601,44,6,28,87.0,75.0
32907,45,2,14,78.0,48.0
61501,45,7,23,79.0,70.0
50304,43,9,20,82.0,68.0
33501,45,10,18,81.0,56.0
32601,45,12,5,89.0,61.0
20501,45,2,27,85.0,75.0
33501,44,9,20,90.0,66.0
82503,43,11,1,91.0,57.0
61501,44,4,19,84.0,77.0
12801,44,10,11,89.0,71.0
50403,43,9,5,91.0,74.0
31701,45,9,8,83.0,67.0
40601,44,7,29,90.0,79.0
16407,45,9,11,44.0,31.0
33401,45,7,19,111.0,84.0
21501,43,8,13,83.0,67.0
80509,44,7,10,87.0,70.0
34104,44,4,16,74.0,49.0
32701,43,3,30,103.0,62.0
22502,42,6,19,86.0,69.0
16504,43,7,3,48.0,38.0
10001,43,1,5,87.0,68.0
13601,42,10,1,79.0,68.0
22508,43,3,24,80.0,66.0
32805,45,12,9,77.0,44.0
34104,44,4,1,56.0,41.0
41204,45,6,10,90.0,76.0
32805,43,7,4,100.0,79.0
11606,45,4,12,86.0,77.0
34104,44,4,24,67.0,51.0
80411,44,3,19,90.0,74.0
10704,44,12,31,84.0,72.0
22504,44,1,5,81.0,70.0
16202,44,5,14,48.0,39.0
16405,44,12,7,4.0,-7.0
16407,42,7,12,50.0,36.0
50401,43,2,26,87.0,73.0
32602,44,8,18,100.0,79.0
80411,44,9,30,85.0,72.0
13201,45,6,8,75.0,63.0
16504,42,11,22,43.0,29.0
22504,44,5,18,82.0,70.0
10101,43,7,21,83.0,72.0
50301,45,11,11,86.0,77.0
22508,45,12,17,75.0,58.0
22504,40,11,18,82.0,71.0
12701,44,2,6,83.0,57.0
80412,44,11,9,86.0,71.0
34113,45,8,27,92.0,67.0
16504,42,7,20,65.0,43.0
42206,45,12,6,76.0,61.0
32504,44,6,28,104.0,76.0
12101,43,10,30,103.0,86.0
22504,40,12,22,83.0,67.0
11902,43,2,6,88.0,70.0
50802,43,6,21,78.0,65.0
22504,44,9,16,86.0,71.0
22508,44,3,29,79.0,62.0
50802,45,9,16,79.0,64.0
81702,42,4,29,86.0,72.0
10002,45,3,29,90.0,75.0
32603,45,6,26,103.0,82.0
16405,42,10,22,34.0,23.0
32805,42,12,17,80.0,52.0
34013,45,3,28,60.0,41.0
33111,44,1,12,58.0,43.0
10002,44,10,28,86.0,75.0
34022,45,4,14,79.0,48.0
20501,42,4,5,91.0,76.0
82403,43,8,19,79.0,56.0
16405,45,11,13,12.0,2.0
22504,41,8,27,88.0,76.0
32702,45,2,8,78.0,53.0
20501,43,2,21,84.0,75.0
33013,44,4,8,73.0,57.0
33501,45,7,16,105.0,66.0
50801,42,11,21,77.0,70.0
11601,45,12,28,84.0,77.0
11901,43,9,10,78.0,61.0
22504,42,5,17,84.0,73.0
11601,41,11,13,86.0,78.0
10701,43,1,4,90.0,76.0
33044,43,10,10,79.0,55.0
10102,44,11,26,91.0,71.0
11101,43,7,22,87.0,76.0
10802,45,5,7,87.0,78.0
33206,45,6,20,91.0,73.0
32701,42,12,29,70.0,40.0
34139,45,4,2,69.0,48.0
33401,44,9,18,116.0,72.0
12801,44,1,13,83.0,63.0
34150,45,12,15,57.0,41.0
11606,44,11,23,81.0,74.0
32907,44,11,15,83.0,64.0
80411,44,10,4,85.0,73.0
33117,43,10,1,87.0,69.0
10502,42,1,31,88.0,68.0
10804,43,1,31,93.0,67.0
11601,43,4,24,85.0,75.0
11801,45,11,19,88.0,72.0
33206,44,11,26,67.0,50.0
60701,44,6,29,91.0,78.0
32805,45,10,26,83.0,65.0
13002,45,10,26,72.0,57.0
33003,44,5,18,77.0,50.0
80411,44,2,3,94.0,80.0
33109,45,8,31,94.0,75.0
60701,44,2,27,89.0,75.0
50301,45,7,14,81.0,71.0
82405,45,5,20,76.0,50.0
40601,45,3,17,88.0,79.0
11610,41,12,19,84.0,71.0
11704,42,11,4,86.0,72.0
33303,45,6,7,88.0,65.0
10102,44,3,14,93.0,70.0
11902,43,8,2,90.0,70.0
32501,45,1,4,78.0,63.0
11704,43,7,2,88.0,68.0
16405,45,8,1,55.0,40.0
33501,44,2,20,61.0,33.0
13007,44,12,14,60.0,36.0
33405,44,7,1,110.0,76.0
10505,45,3,25,89.0,73.0
10502,43,11,24,84.0,73.0
33117,44,8,21,86.0,73.0
10701,41,2,10,89.0,73.0
10803,43,3,1,86.0,72.0
32812,44,10,20,89.0,75.0
50801,44,3,14,84.0,77.0
80412,44,11,7,86.0,72.0
31101,45,3,19,98.0,68.0
82501,43,11,21,76.0,66.0
50801,45,11,18,76.0,70.0
11604,44,8,12,87.0,74.0
31701,44,6,15,89.0,67.0
33013,43,3,20,62.0,38.0
11606,44,11,16,85.0,75.0
13601,41,12,14,73.0,63.0
50801,43,6,19,76.0,69.0
22502,41,3,9,76.0,65.0
13002,45,5,25,71.0,57.0
50302,45,11,5,88.0,75.0
81601,44,9,28,85.0,72.0
12001,44,6,8,90.0,59.0
33111,44,3,6,56.0,36.0
32601,44,5,7,98.0,74.0
50301,45,10,1,86.0,75.0
33405,45,8,25,114.0,80.0
81702,43,6,29,78.0,70.0
33109,45,1,16,60.0,43.0
13201,44,11,26,68.0,55.0
50301,44,7,2,83.0,75.0
10102,45,5,14,88.0,73.0
32601,44,11,9,94.0,64.0
